Column1,Column2,Column3,Column4,Column5,Column6,Column7
1840,kusomanfcu (POE yea開始急速惡化了（),Re: [標的] 特斯拉 多（內有單圖）,Fri May  1 09:03:17 2020,"https://i.imgur.com/QGRUbMx.jpg


一早看到的好消息

只能說果然嗎？

目前只等豐田和 VW出招了

車廠要開始互相傷害了嗎？

要越買越便宜了？好棒。

這時候才是考驗股票信仰的時候

※ 引述《kusomanfcu (POE yea開始急速惡化了（)》之銘言：
: 那個。。。。
: 重點是油價
: 現在開特斯拉
: 已經輸給一般油車
: 燃料費了
: 然後碳稅之前有提到電費
: 車子本身完全都要付碳費
: 為什麼看到阿拉伯生氣氣你還加碼攤....
: 至少等開會消息一出再加碼。。。
: ※ 引述《astroboy0 (好悶)》之銘言：
: : 實現諾言700/600/500左右都進場
: : 目前第二次進場繼續攤平
: : 虧到烙賽，目前撞掉ㄧ台BMW X2左右
: : 但是信仰無價
: : 補上對帳單
: : https://i.imgur.com/4FgT35K.jpg
: : 進期利多新聞都無用
: : 直接看道指多少
: : 特斯拉跟TQQQ很像...
: : 三倍速夏亞的概念
: : 胖川老鮑降息減稅用處不大
: : 製造反彈給人逃
: : 我人在新加坡工作
: : 當地居民完全沒在怕
: : 但半導體廠都分?/B班
: : AB team 只能電話視訊
: : 不能實體接觸
: : 很多人work from home...
: : 疫情穩定的跡象還未出現..只好繼續佈局
: : 最近我比較在意的
: : 1. HW2.5減配門事件..打壞觀感。
: : 但我不認?會有太多影響
: : 看公關怎樣處理
: : 2. Model Y 要發貨啦
: : 原本要噴一波..但現在被道指控大盤
: : 3. 巴西和澳洲廠
: : 這看來會發生...但今年難
: : 4. 自製電池計畫，
: : 中國A股炒到翻掉
: : 結果特斯拉自幹...
: : 5. 太陽能屋頂業務
: : 中國地方政府最愛
: : 能污能貪工期又長....
: : 但馬斯克不可能讓當地這樣搞
: : 很期待有新的商業模式出現
: : 但也不是今年
: : 總而言之
: : 特斯拉逢低就買
: : 然後兩年後回顧@@
: : 信仰支撐ㄧ切
: : https://i.imgur.com/KubODhf.jpg
: : 這幾個月先QQ
: : 找公園睡先...
: : 最近又繳稅季，難過

",https://www.ptt.cc/bbs/Stock/M.1588294998.A.56D.html,[]
1841,superoscar (學會低調...),Re: [標的] 9919 康那香,Thu Apr 30 20:57:47 2020,"※ 引述《sawaman (楊雨)》之銘言：
: 認錯惹
: https://i.imgur.com/bR1D8jp.jpg
: 我之前一直以為康是炒出來的
: 直到今天的自結......這是三小
: 那空軍融券借券狂增真的看不懂是哪來的自信
: 這幾天突然連續漲停應該有人先知道消息，太扯
: 不過也好啦，明天恆大關廁所後的部份資金應該會跑過去我猜
: 剛好爽完恆大接康
: 十個營業日就資產翻倍=.=
: ※ 引述《t0kyohot (還敢皮啊)》之銘言
: : 1. 標的：9919 康那香
: : 2. 分類：多
: : 3. 分析/正文：
: : 股價直接跳空突破散戶套牢賣壓20.5-21.5區間
: : 往上沒有壓力，融券激增
: : 目前上演火山式噴出行情
: : 4. 進退場機制：
: : 每天都是買點
: : 融券有在減少可以逐步退場，沒有就逐步加碼進場
:


                 真的是傻眼貓咪 今天開盤就知道有很大機會漲停

                還是有傻空 空了914張  空軍不死心 這還有的漲

                9919上看50!!

",https://www.ptt.cc/bbs/Stock/M.1588251468.A.0B1.html,"['恆大', '突破', '康那香']"
1842,Lightee26 (Lightee),Re: [標的] VIX 空,Thu Apr 30 21:23:26 2020,"https://i.imgur.com/louUcy2.jpg
https://i.imgur.com/Fi4WUqa.jpg

3月還有加空，後來成本65左右
一度被嘎飛一台車，搞得槓桿率過高心慌慌
因為早上加碼買的日股(融資)，想降槓桿
所以今天回補UVXY，小賺$6000多

風險獲利比超爛，以後大概不會在碰VIX


※ 引述《Lightee26 (Lightee)》之銘言：
: 1. 標的：UVXY
: 2. 分類：空
: 3. 分析/正文：VIX指數來到50幾，進場小空
: 目前期貨1個月價差10幾趴，丟著領利息+等市場波動變小
: 4. 進退場機制：(非長期投資者，必須有停損機制)
: 卡資金，不停損，保證金留足夠嘎破2008年最高點也不爆倉
: 停利10~20元，或是缺錢買股票時
: 已進場45.2
: https://i.imgur.com/vriDSF6.png

",https://www.ptt.cc/bbs/Stock/M.1588253008.A.BE3.html,[]
1843,da135ha (Steven),[標的] 2103台橡,Thu Apr 30 22:26:27 2020,"1. 標的：
2103 台橡

2. 分類：多/空/請益/心得
多

3. 分析/正文：

基本面
不會倒
今年股利就算比去年差,起碼也有個2.59%可以領
以去年高點來說,算是相對低點
每日交易量有 > 1000

技術面
月KD低於20時觸發黃金交叉

隱憂
外資到現在都在狂賣不停

幾乎大部分的好股票都已經快回到當初的起跌點或沒什麼肉了,但這隻卻還在16出頭,要是
漲回當初的位置還有挺多肉的

之前推薦的台化盤了半天,今天終於讓我賺到半根紅棒了,但也不太想繼續追高買,打算放
著來找新標的,好奇各位高手這隻怎麼看?

4. 進退場機制：(非長期投資者，必須有停損機制)

目前股價
16.25

進場
下周一開低時可以考慮進點

停利
21

停損
14

",https://www.ptt.cc/bbs/Stock/M.1588256789.A.534.html,"['台化', '台橡']"
1844,a1379 (伊波杏樹超可愛 <3),[標的] RDS.B 多,Thu Apr 30 16:22:37 2020,"1. 標的：RDS.B

2. 分類：多

3. 分析/正文：剛剛宣布每季股息從0.94->0.32，目前盤前-8.5%
              在這種大新聞下還沒崩，大概也是price-in了
              股息減少幅度比獲利下滑的幅度還大，可能是打算增加手上現金
              考量到這種配息狀況不可能持續太久，這次算是滿好的入場時機
              上次沒買到30以下的，這次應該有機會了

              啊如果有買XOM就當我沒說
              QQ

4. 進退場機制：目前手上RDS.B成本34，約佔帳戶5%，估計接下來兩周每天買幾股
               至少買到佔10%左右，暫不考慮停利停損。

",https://www.ptt.cc/bbs/Stock/M.1588234959.A.AEC.html,[]
1845,kusomanfcu (POE yea開始急速惡化了（),Re: [標的] SCI 國際殯葬服務業集團,Thu Apr 30 17:07:36 2020,"earning report 網址
https://reurl.cc/E7jGWv

昨天漲到39.27

利潤沒比沒預期增加那麼多
（死亡最多是四月開始，三月開始增加死亡數）

https://i.imgur.com/cJYwQEv.jpg
https://i.imgur.com/f2Kic6M.jpg

等晚上法說會

重點在信托投資損失上影響不影響增加營運

完全沒裁員還培訓增加

沒有大型公開的儀式但有線上Live.
和之前預期的調動人手進重點災區
特殊行業可以通過封鎖XD

說未來的總量減少是傻的

台灣還是一堆人想拿H1B

總量在海外還有一堆想進去


股市做多比做空安全
第一波是防疫
第二波是防疫不如果預期的死亡人數
第三波是以為沒事了立flag的reopen

美西最早確診在北加，爆發在南加。
經濟上的壓力會讓最早封鎖的美西打開門戶

https://i.imgur.com/1phITg5.jpg
內華達洲一開加州的壓力就會浮現

出乎意料的是
本來以為是28天開
然後28天關的無盡循環XD
(電影看太多）
https://i.imgur.com/IeGkrPz.jpg

全境封鎖相關
鈔票增加了傳染
因為物流造成的食物缺乏

好萊塢the blond相關
the blond 急著在夏天去海邊和開啪
corona party 新聞
金髮總統：小感冒

信仰勝於科學
黑人牧師相信上帝打爆病毒的flag
拉比的公開葬儀
律師全家輕症狀到處參加教會活動和學校

小感冒沒事的，看股價漲表示有解藥，那殯葬漲大概代表會死的也不少

※ 引述《kusomanfcu (POE yea開始急速惡化了（)》之銘言：
: 1. 標的：nyse :SCI
: 2. 分類：多
: 3. 分析/正文：
: 基本面良好
: 可預期的火葬場需求
: 一般葬禮可能會壓到6月才有大量需求。
: 全球上市公司中最多持有殯葬相關的集團
: 小小壓人死的多
: 我預估今年全球死亡率*2
: 不是病死就是賠死
: 地方的投資人也需要尊嚴
: 4. 進退場機制：
: 小小進場 35 36 各進了200shares
: 等Q1財報如預期增加再加碼
: 本來抄底時想po文問問，結果剛好被水桶
: 昨天預計是打第二隻腳，剩下的等29日財報。
: 之前最高價格是超過50
: 過60就出場
: 近期不斷上沖下洗要有存股族的心臟
: 缺點是sp中型股會被指數調整時搞到

",https://www.ptt.cc/bbs/Stock/M.1588237659.A.4A3.html,"['台灣煉鐵', '第一銅', '第一店', '第一保', '第一金控', '台灣大', '第三波', '全家便利']"
1846,Sunrisesky (伴讀書僮),[標的] 3105 穩懋  多,Thu Apr 30 18:21:45 2020,"
1. 標的：3105穩懋

2. 分類：多

3. 分析/正文：

嗨！大家好，我是華安。
休息了一段時間
大家還好嗎？希望都很不錯！
前陣子離開了股板
好好的沈澱跟充實自己
也趁了這段時間陪伴了家人

至於我時不時都會打開自己的交易紀錄
不斷思考自己在任何時間點下的決策
是不是「合理」
如果是，賺賠就只是合理行為的結果罷了！
如果不是，即使僥倖賺錢了，總有一天也會迷失了自己。

請不斷的提醒自己
原則的重要性！
另外，這段時間的站內信我都有看
可是無法一一回覆，請見諒。

前面廢話太多，接下來進入主題吧！
相信這檔大家不陌生
讓大家又愛又恨的
不過我一直都有在留意它
趁我覺得可能適合的點位快浮現之前
提出來供大家參考！

有看過我發的標的文應該知道我的理由

https://i.imgur.com/zEgBI8E.jpg

沒錯，就是破底翻！
回測關鍵價位的時候大家可以觀察看看
值得一提的是3月下旬因疫情下殺後的第一波
反彈的量能明顯不足
但是近期的量能有緩步成長的趨勢
量價關係讓我覺得可以好好觀察接下來的點位
另外前幾天又有降評消息
不用我多說，看看上一次的停利文就知道了

但是再一次叮嚀
大盤已經反彈到接近頭部套牢區
不排除可能會有震盪的走勢
這篇文不是要讓你無腦跟著多
如果有回測，請觀察點位再伺機介入
如果沒有回測，那也不要亂追
因為，機會多的是。

以上分享，謝謝。

-伴讀書僮  華安


4. 進退場機制：(非長期投資者，必須有停損機制)

進場：255-265
停利：310階段停利
停損：240

",https://www.ptt.cc/bbs/Stock/M.1588242107.A.91C.html,"['第一銅', '第一店', '第一保', '第一金控']"
1847,werqq (sandy0980),[標的] 0050 台灣50 紓困貸款多,Thu Apr 30 15:29:44 2020,"1. 標的：
0050 元大台灣50
2. 分類：多/空/請益/心得
多
3. 分析/正文：

1.美國正式5/1開始經濟重開，這幾天Q1財報週，不管財報好壞，只會噴，而且經濟重開
意
味著大家準備上班賺錢，各種QE大撒幣，股票只會漲不會跌。

2.政府紓困貸款已經上路，金額10萬元，第一年不用利息，前半年本金不用還本，後半年
才
要繳本金，等一年後繳利息，連政府都幫你付利息讓你炒股了，還不快貸起來allin翻身
。


3.拆拆開始唱歌了，現在在不進場等何時？
https://youtu.be/IQOjDh8Cb6M

4. 進退場機制：(非長期投資者，必須有停損機制)
因為是紓困貸款，所以要穩健投資
先看11500 跌破10700看情況停損

",https://www.ptt.cc/bbs/Stock/M.1588231786.A.EA3.html,"['台灣煉鐵', '第一銅', '第一店', '第一保', '第一金控', '台灣大', '元大京華', '大台北']"
1848,fanpigpig (fanpigpig),Re: [標的] 旺宏 多多,Thu Apr 30 09:21:09 2020,"
回覆自己的文章
原本就看好這次的法會 但因為開盤沒有突破38的開盤 不是很漂亮
就先出一回了 ，等他突破盤中如果有向上突破 在買回來了 ！
整體而言旺宏的工程師表示：好操想放假
旺宏的產能利用率應該也是在高檔
若朋友們 想從基本面看他 ，其實是很值得持有的

但他小妖 可能要小心看待

很遺憾 沒搭電梯上去接38-40的夥伴們
謝謝大家觀看


《絕不吃洨》





引述《fanpigpig (fanpigpig)》之銘言：
: 1. 標的：旺宏
: 2. 分類：多
: 3. 分析/正文：
: a .籌碼面分析：三大法人開始轉買
: b.技術面分析 ：當大盤盤整或小跌時 相較的有撐，而KD也黃金交叉，爆大量 上漲 。
: 且剛好突破壓力帶
: C.基本面：switch銷售見紅 ，任天堂是旺宏的大客戶 ，而3月營收表現亮眼，記憶體漲
: 價等等的利多在前一波已經有相對反應
: d.消息面 下週三要開法說會 不知道有沒有什麼鬼消息 讓最近旺宏漲不停
: 4. 進退場機制：已在車上 期待大家一起扛上去才發文
: 33我就停損
: 40停利
: ",https://www.ptt.cc/bbs/Stock/M.1588209671.A.B1D.html,"['旺宏', '突破']"
1849,blizzaro (JK芭娜娜),[標的] 大盤 空,Thu Apr 30 09:24:48 2020,"
1. 標的：大盤

2. 分類：多/空/請益/心得

3. 分析/正文：

昨天過季線，今天續攻所以要All in?

如果你是這樣想的，那你有可能今天會被電到

個人設定的重壓區10830已經到來，所以按照紀律全出

其實昨天我盯盤盯到底

目的是為了看10793點位有沒有來

昨天已經硬拉上來打卡，那就達到個人設定賣出的條件

再來的問題是，昨天出還是今天出?

昨天觀察很久，完全在拉傳產金融

好在電子有2454在撐，所以電子沒有出現明顯的出貨

所以判定還有高點可以賣



昨晚美股大漲，主要是瑞德希維療效不錯?

那今天大概就會帶動台股直接去衝高

開盤果然大漲150點，但是依然是拉傳產金融

觀察兩分鐘發現電子幾乎都沒拉，很好→全出不留念

有獲利的建議不要貪心，錢要收進口袋才是你的

想到什麼再打，還是呼籲股版大老可以多多分享心得

祝各位賺大錢

以上




4. 進退場機制：(非長期投資者，必須有停損機制)

",https://www.ptt.cc/bbs/Stock/M.1588209890.A.CCC.html,[]
1850,roxiang (天空之城),[標的] 東友 5438 多,Thu Apr 30 09:59:21 2020,"
1. 標的：東友 5438

2. 分類：多

3. 分析/正文：


好一陣子沒發標的文了。


均線糾結，站在五日線上，量縮整理
且股價起伏不大，即使當時股災8600點，東友也只回檔15%
https://imgur.com/QpIx0Ue

中國信託主力自今年起，大買7800餘張，籌碼度十分集中，且從未出脫
佔成交比重的47%，相當驚人的數字
顯現主力在下跌時的支撐力道強大
https://imgur.com/qxoJdLI


在觀察期時就認為，這種十分誇張的比例，不是併購就是爭搶董監事
4/20號時公司公告成立併購特別委員會，猜測無誤
https://reurl.cc/62v29r


連續21年配發股利，去年賺0.44分0.44，公司帳上現金流十分充裕。
也顯現出有意併購應為真，目前股價殖利率約3.5%，為過去定存股的標的之一
https://goodinfo.tw/StockInfo/StockDividendPolicy.asp?STOCK_ID=5438


現在進場，均價比主力還低，這是一檔沒被市場注意到的股票
缺點為極度沒量，盤勢完全看主力心情、產業較為夕陽，請自行斟酌。
併購行情若市場棒場，應有機會直接吃漲停。


4. 進退場機制：(非長期投資者，必須有停損機制)

進場：13塊前
退場：看盤勢，跳空漲停當然跌破五日線再出

",https://www.ptt.cc/bbs/Stock/M.1588211964.A.B97.html,['東友']
1851,zeck (我是阿Z不是阿麗跟阿荔),[標的] 4953 緯軟 多  ,Thu Apr 30 11:12:09 2020,"
1. 標的：  緯軟

2. 分類：多/空/請益/心得  ：

多+請益。

3. 分析/正文：

1- 毛利率比同期成長

2- 外資陸續在做囤貨

3- 本來去年股價就屬於百元俱樂部，但受限於武漢封城、肺炎，
現在大陸復工。雖不能保証疫情就穩定控制，但應該要回復到本來股價的八成左右。

4-預期應該會回到三月初 82~85左右，畢竟在一月底 二月初 107→90
一堆人(包括小弟我) 都恐慌性逃，很多人三月中看差不多 82左右極限低了就進場。
但又遇到三月中恐怖溜滑梯。

所以應該很多人卡在這區間被套。




4. 進退場機制：(非長期投資者，必須有停損機制)

已進： 72.5

短期停利： 82

到時看五月總統上任，大盤表現會不會因為政治影響股市發展。

",https://www.ptt.cc/bbs/Stock/M.1588216331.A.62A.html,['大陸']
1852,YU0121 (愛玉冰?),[標的] 大盤(多),Wed Apr 29 15:18:39 2020,"1. 標的：大盤

2. 分類：多

3. 分析/正文：
明天4/30起
有50萬(人次) x 10萬(元)
共計5000億的紓困貸款進入股市

周遭真的很窮的朋友 根本沒人想去貸
反觀有閒錢的 生活過得去的 紛紛都想去貸來進入股市套利
這招厲害 國安糖漿不須進場 就可以穩定股市

4. 進退場機制：(非長期投資者，必須有停損機制)
明日開盤就進場
期指不會玩的人 就找殖利率大於1.8x%的金融傳產股進場
今年縱使獲利衰退一半 找5%殖利率的金融傳產股
明年也還有2.5%的殖利率 怎樣都大於1.8x%

退場時機？
我想沒必要吧
根本穩賺不賠
一般市井小民 沒房的 何時有辦法貸到1.8%的信貸？

",https://www.ptt.cc/bbs/Stock/M.1588144721.A.064.html,[]
1853,sawaman (楊雨),Re: [標的] 9919 康那香,Wed Apr 29 16:19:23 2020,"認錯惹

https://i.imgur.com/bR1D8jp.jpg

我之前一直以為康是炒出來的

直到今天的自結......這是三小

那空軍融券借券狂增真的看不懂是哪來的自信

這幾天突然連續漲停應該有人先知道消息，太扯

不過也好啦，明天恆大關廁所後的部份資金應該會跑過去我猜

剛好爽完恆大接康

十個營業日就資產翻倍=.=

※ 引述《t0kyohot (還敢皮啊)》之銘言
: 1. 標的：9919 康那香
: 2. 分類：多
: 3. 分析/正文：
: 股價直接跳空突破散戶套牢賣壓20.5-21.5區間
: 往上沒有壓力，融券激增
: 目前上演火山式噴出行情
: 4. 進退場機制：
: 每天都是買點
: 融券有在減少可以逐步退場，沒有就逐步加碼進場


",https://www.ptt.cc/bbs/Stock/M.1588148365.A.E27.html,"['恆大', '突破', '康那香']"
1854,m4vu0 (m4vu0),Re: [標的] 大盤請益,Wed Apr 29 11:56:09 2020,"※ 引述《msis20 (Hi~)》之銘言：
: 1. 標的：大盤
: 2. 分類：請益
: 3. 正文：
: 大盤已經快噴上萬一了，但實在看不懂在噴什麼，大盤的未來走勢我從兩點觀察，第一
是
: 外資(外資真要賣，內資和大媽絕對稱不住)，第二是疫情(在疫情未解前，實體經濟應
該
: 難有V型反轉)。
業績好
股票漲
這應該連新手都知道吧
台灣就是半導體
還是你覺得這些半導體龍頭營收灌水？
所以會漲很難理解嗎

: 但這兩點目前現在看起來根本是反指標，外資3/19以來到現在還是賣超的(究竟是為了
現
: 金，還是不看好台股呢？)，國際上疫情也未見曙光，大盤還是漲不停。

基本面就是業績
懂嗎
: 原以為防疫股在三月底漲勢已差不多了，沒想到四月以來防疫股狂噴，大盤也狂噴，實
在
: 看不懂防疫股跟大盤齊揚是什麼概念？

防疫小股本
那就是在賭
你以為有人買這些這些股票是為了賺錢發股利嗎
錯
是想賺價差
: 是疫情不樂觀，經濟很樂觀的意思嗎？這盤我真的無法理解，被嘎空手好痛苦。

業績好會漲
你都無法理解
那你怎麼會理解業績爛到爆繼續往上嘎的公司呢

",https://www.ptt.cc/bbs/Stock/M.1588132571.A.542.html,"['和大', '台灣煉鐵', '第一銅', '第一店', '第一保', '第一金控', '台灣大']"
1855,mnbv2006 (mnbv2006),Re: [標的]1229聯華,Wed Apr 29 12:09:47 2020,"※ 引述《papapa88 (kadakada)》之銘言：
: （ㄧ）標的：1229聯華
: （二）持有原因：
:  1.蝗蟲肆虐，下半年糧食可能短缺。根據新聞報導，蝗蟲可能造成稻米、棉花等日常用品
: 在下半年產生供不應求的情形。再依據台灣人客家個性，米價格上漲勢必帶動大家改吃麵包
: ，麵的趨勢，因此麵粉需求量大增。聯華是台灣最大麵粉場。
: 2.聯華公司已連續配息N年，是存股的標的。縱然沒因第1點原因變成飆股，也不失持有原因
: 。
: 3.籌碼安定：聯華千張大戶的持股比例都在6x%左右，因此籌碼絕對比其他類股安定。
: 4.投信不愛：大家都知道投信就是標準的短線王，總是喜歡在那裡殺進殺出，造成短期內個
: 股持有者的恐慌心裡。但聯華投信雖偶有進出，但持有張數非常少，不至於因為投信的進進
: 出出造成股價大波動的起伏。
: （三）進場時機：慢慢進場，不要急著一次買完，造著買黑不買紅，人們恐懼我貪婪的想法
: 慢慢買，長期投資。
: （四）附註：不要酸我的對帳單，我跟媽媽借了30萬打算慢慢來，希望可以買的10張！！！
: ！
這位兄弟到今天已經賺翻了吧
我認為此檔股票仍有高點
以月線來看
本月大量過頸線
https://i.imgur.com/X6Pnsy8.png

少說也看50元

低檔撿了一些
之前拉回又買了一些
附上人權
https://i.imgur.com/mAmZGdN.png

頸線跌破(約40)停損/利就好了

",https://www.ptt.cc/bbs/Stock/M.1588133389.A.3ED.html,"['聯華', '聯華食品', '台灣煉鐵', '台灣大']"
1856,hrma (資深象迷),Re: [標的] 大盤請益,Wed Apr 29 12:58:18 2020,"※ 引述《msis20 (Hi~)》之銘言：

   一, 目前大盤站上所有均線這個位置, 因為當初並沒有做頭,
       直接從１２０００點崩下來（１２０００點橫盤很久，幾乎是一條直線）

　　　　所以型態上直到１２０００點以前幾乎沒壓

　 二, 聽說美國做空的 etf 爆量, 這會有一波嘎空,.....
       全世界散戶想的應該都一樣, 那有顆寧 V 轉, 所以瘋狂做空

       等著直接被川普抬出去種

   三, 大家都等著中國發生第二波疫情的笑話,
       其實我看電視新聞畫面, 現在中國也是人人戴口罩,
       要再爆應該不容易

   四, 接下來應該是走資金行情, 直到 fed把錢收回去

   五, 費半昨天看起來跌很多, 但其實剛好打到五日線就停了,... 未看先猜
       今天應該會重新噴出(昨天回五日線洗一下 kd值跟rsi, 讓他不要過熱)



",https://www.ptt.cc/bbs/Stock/M.1588136300.A.F29.html,"['世界先進', '世界先進']"
1857,iondrag (大俠最愛隔日沖),Re: [標的] 2345 智邦,Wed Apr 29 09:23:35 2020,"股票要賺錢，選對標的跟選對時間點缺一不可
一個錯就是賠錢
智邦我一直長期關注
去年剛好進在190，然後就殺下來了
之後放了半年也都沒有漲回來
明明財報跟前景都大好
就是不知道為什麼股價被殺
從195殺到150
後來忍痛在170停損了
然後就沒有然後了
說到底股價就是人為操作
跟公司營運怎麼樣無關
財報什麼的更是沒有參考性
股價噴就是為了抓交替，一個抓一個
祝福大家不要當最後一隻


※ 引述《allengx9900 (倫)》之銘言：
: 1. 標的：2345 智邦
: 2. 分類：多/空/請益
: 3. 分析/正文：
:               其實4月我就把他加入觀察清單了，跟財哥無關
:               今天開盤發現它快速衝量，
:                 就馬上用200.5先把他抓1張起來，
:                 沒想到10點之後會突破到掠過漲停，
:                 還蠻讓我意外的，可是之後又跌回來是怎麼一回事啊??
:                 是當沖賣壓沉重嗎??
:                 今天到底套了幾個人啊???
:                1.其實覺得如果更早收或許可以收在198，這點要怎麼觀察??
:                2.然後要預防萬一現買現套，比如哪個阿呆買在漲停的...
:                  要怎麼預防這種事情發生???
: 題外話，我不懂期貨，但是誰可以告訴我""現貨指數""是指哪個標的?
: 觀察標的那麼多我哪知道什麼是什麼???
: 4. 進退場機制：(非長期投資者，必須有停損機制)
: 200.5，見好就收

",https://www.ptt.cc/bbs/Stock/M.1588123417.A.938.html,"['智邦', '突破', '福大']"
1858,vendan5566 (阿文),Re: [標的] 2912 統一超,Wed Apr 29 09:25:54 2020,"如果你跟我一樣套了2個月以上

現在已經到308囉

嗚嗚笑死人2個月賺8K

其他的洞補不回來啊QQ

想出的可以出，只是我還在車上>""<

※ 引述《vendan5566 (阿文)》之銘言：
: 1. 標的：2912 統一超
: 2. 分類：多
: 3. 分析/正文：
: 上禮拜五這麼殺都沒事，
: 7-11食物包裝這麼好，不像小吃店口水噴來噴去
: 買的時間不到1分鐘，小吃店現點現做等到群聚感染
: 以前咖啡寄杯只能該店寄該店取，
: 現在用APP寄杯方便又好用，
: 以前同事開會或活動，都一次買個50杯以上
: (因為他要A點數)
: 咖啡利潤這麼高，寄杯創造一堆現金流
: 4. 進退場機制：(非長期投資者，必須有停損機制)
: 294進場，
: 停損290
: 停利，至少補缺口308
: https://i.imgur.com/n7g9X85.jpg
: ",https://www.ptt.cc/bbs/Stock/M.1588123556.A.316.html,"['統一', '統一證', '統一超商', '統一實']"
1859,xuane (xuan),Re: [標的] 2809京城銀 穩健多,Wed Apr 29 09:44:06 2020,"※ 引述《xuane (xuan)》之銘言：
: 較上次發文價32.3下跌一成(29.1)，因認為基本面無變化，長期營運無影響，依紀律加
碼
: 買進。但應注意單一持股不宜占比過高。再來很快又到了發股息的時節，今年發1.5，
因
: 此實際成本也只有27.6元。另外殖利率也高於5%，有強勁的底子。
: 今天剛看到新聞，京城銀要庫藏股一萬張(上次庫存股也是30元時)，短期應不至於再大
跌
: ，不必過度恐慌。
: 附上人權(今天我進在29.30)：
: https://i.imgur.com/Lq4VnO1.jpg
: 一年後見分曉。


依紀律出場一半。
第一次買進價32.3，第二次攤平價29.3，均價30.8，現價31.1。
現價已高於均價，已達成攤平目標，賣出一半以平衡資金分配，保留下一次攤平的機會。

檢討第二次攤平買的太急，導致效果很差。下次攤平前或許在參考技術指標為宜。

",https://www.ptt.cc/bbs/Stock/M.1588124648.A.99A.html,"['第一銅', '京城', '第一店', '第一保', '第一金控', '天剛']"
1860,t074796 (074796),Re: [標的] 2345 智邦,Wed Apr 29 10:35:09 2020,"
小弟我是新人，3月低點進場，人生第一次買股票
我覺得財報是一個重要關鍵，但是股票反映的是未來

我不認為財報和股價是脫節的，當下可能會，但長期來看是合併的
台股我觀察1個月，我覺得風向7成，財報3成。
很有自己獨特的風格。

我為什麼說財報和股價短期沒關係，長期有關係
因為短期的不確定因素很多，但如果公司財報長期一直在賺錢
而且配息配股也很好，他的股價一定會上去

股價是投資人認為的合理價格，不是嗎？
如果台積電配息配9元，但股價只有100塊錢
大家還不搶翻？

我覺得入場的投資人，大抵上可以分兩類
一類是賺股票價差，一類是賺穩定配息。
如果是賺價差，風向就很重要，炒作很重要，議題很重要
但如果是穩定配息，那財報就很重要


像這一波疫情，很多家公司應該都賺錢，但真的可以賺到股價從20元到150元嗎？
我覺得不可能，那是炒短線的。
公司明年怎麼配息配股？如果150元只配2塊錢呢？
這投資根本不划算

不過這種股價，本來就是賺價差，沒有人會在意配息的
因此，我認為入手時，應該先分清楚是哪一種股票與哪一類的人

如果用獵人中的西索來看氣的性質

我應該就是強化系的股票投資人，我是賺穩定配息
至於賺價差的，應該是變化系的

至於一堆妖股，就是特質系的
那種股，通常是賺最多，但反彈也最大，我不敢碰。

這是我1個月的新人感想，謝謝。


※ 引述《iondrag (大俠最愛隔日沖)》之銘言：
: 股票要賺錢，選對標的跟選對時間點缺一不可
: 一個錯就是賠錢
: 智邦我一直長期關注
: 去年剛好進在190，然後就殺下來了
: 之後放了半年也都沒有漲回來
: 明明財報跟前景都大好
: 就是不知道為什麼股價被殺
: 從195殺到150
: 後來忍痛在170停損了
: 然後就沒有然後了
: 說到底股價就是人為操作
: 跟公司營運怎麼樣無關
: 財報什麼的更是沒有參考性
: 股價噴就是為了抓交替，一個抓一個
: 祝福大家不要當最後一隻
: ※ 引述《allengx9900 (倫)》之銘言：
: : 1. 標的：2345 智邦
: : 2. 分類：多/空/請益
: : 3. 分析/正文：
: :               其實4月我就把他加入觀察清單了，跟財哥無關
: :               今天開盤發現它快速衝量，
: :                 就馬上用200.5先把他抓1張起來，
: :                 沒想到10點之後會突破到掠過漲停，
: :                 還蠻讓我意外的，可是之後又跌回來是怎麼一回事啊??
: :                 是當沖賣壓沉重嗎??
: :                 今天到底套了幾個人啊???
: :                1.其實覺得如果更早收或許可以收在198，這點要怎麼觀察??
: :                2.然後要預防萬一現買現套，比如哪個阿呆買在漲停的...
: :                  要怎麼預防這種事情發生???
: : 題外話，我不懂期貨，但是誰可以告訴我""現貨指數""是指哪個標的?
: : 觀察標的那麼多我哪知道什麼是什麼???
: : 4. 進退場機制：(非長期投資者，必須有停損機制)
: : 200.5，見好就收

",https://www.ptt.cc/bbs/Stock/M.1588127711.A.F46.html,"['第一銅', '台積電', '智邦', '突破', '第一店', '第一保', '第一金控', '福大']"
